CFGPdb_unigene	clones	libraries_specific	annotation	Arabidopsis_first_BLAST_hit_ID	Arabidopsis_first_BLAST_hit_description
aCL3328Contig1	C05073E04,C18015B07,C18015D07,C18024A11	no	S-like ribonuclease	AT2G02990	ribonuclease 1 (RNS1), identical to ribonuclease SP:P42813 Ribonuclease 1 precursor (EC 3.1.27.1) {Arabidopsis thaliana}, GI:561998 from (Arabidopsis thaliana)
aCL3328Contig2	C18011E10,C18022H11	yes	S-like ribonuclease	AT2G02990	ribonuclease 1 (RNS1), identical to ribonuclease SP:P42813 Ribonuclease 1 precursor (EC 3.1.27.1) {Arabidopsis thaliana}, GI:561998 from (Arabidopsis thaliana)
aCL3352Contig1	C18002E03,IC0AAA81AF01,IC0AAA81DF02,IC0AAA18CB02	no	F7A19.22 protein	AT1G14140	mitochondrial substrate carrier family protein, contains Pfam profile: PF00153 mitochondrial carrier protein
aCL338Contig2	C31101B06,C31102E05,C31106D11,C31201C12,C31202G08,C18009E04,C05809E06,C05133G12,C06009B05,C06021C11,C04033F02,C05005A08,C02011G04,C02020D10,C08034C03,C08035D06,C08012A05,C34009F02,C34010B08,KN0AAP7YE21	no	Superoxide dismutase [Mn], mitochondrial precursor	AT3G10920	superoxide dismutase (Mn), mitochondrial (SODA) / manganese superoxide dismutase (MSD1), identical to manganese superoxide dismutase (Arabidopsis thaliana) gi:3273751:gb:AAC24832
aCL3391Contig1	C31202A03,C18004A10,C18022E06,C08031G07,KN0AAP9YM17	no	expressed protein	AT5G12010	expressed protein
aCL33Contig1	C31004G07,KN0AAB2CD04,C05068F06,C18001A01,C18001G03,C06011C12,IC0AAA17CE01,IC0AAA60BC12,KN0AAP10YA13	no	Sinapyl alcohol dehydrogenase-like protein	AT4G39330	mannitol dehydrogenase, putative, nearly identical to SP:P42734, probable mannitol dehydrogenase
aCL3403Contig1	C31002C10,C31100E05,C18015D06,C18016B08	no	FAD-linked oxidoreductase 1	AT5G44400	FAD-binding domain-containing protein, similar to SP:P30986 reticuline oxidase precursor (Berberine-bridge-forming enzyme) (BBE) (Tetrahydroprotoberberine synthase) (Eschscholzia californica); contains PF01565 FAD binding domain
aCL340Contig1	C32003C06,C18011F11,C05005E05,IC0AAA76CB11,IC0AAA21BE06,IC0AAA26DG02,IC0AAA48BD01,IC0AAA25BE10,KN0AAQ13YF22,IC0AAA68CA07,IC0AAA67AA04,IC0AAA40CH03,IC0AAA94BB02,IC0AAA54DC03,IC0AAA42BH07,IC0AAA56CH09,KN0AAL2DF12,C07002A03,KN0AAP8YI07,KN0AAP12YG04	no	Soluble epoxide hydrolase	AT4G02340	epoxide hydrolase, putative, similar to epoxide hydrolases from Glycine max GI:2764806, Solanum tuberosum GI:407938; contains Pfam profile PF00561: hydrolase, alpha/beta fold family
aCL3418Contig1	C18023H07,IC0AAA75AE03,IC0AAA7BH05,C32104H11	no	Dbj|BAA90345.1	AT3G18165	expressed protein, similar to DAM1 (GI:3985930) (Homo sapiens); contains Pfam profile PF05700: Breast carcinoma amplified sequence 2 (BCAS2)
aCL3419Contig1	C18011H06,C18016D02,C16014H03,C07001H02,C07003C05,C08021F08	no	MATE efflux family protein, putative	AT1G33090	MATE efflux family protein, similar to ripening regulated protein DDTFR18 (Lycopersicon esculentum) GI:12231296; contains Pfam profile PF01554: Uncharacterized membrane protein family
aCL3422Contig1	C31402B06,C18004E02,C18018E05,C04017E04,C03006F04,C08032E05	no	AT4g21150/F7J7_90	AT4G21150	ribophorin II (RPN2) family protein, contains Pfam domain PF05817: Ribophorin II (RPN2)
aCL3424Contig1	C18007B04,C02003G12,C07001F07,C07009E09,C07010A03	no	50S ribosomal protein L18, chloroplast precursor	AT1G48350	ribosomal protein L18 family protein, similar to ribosomal protein L18 GI:3980238 from (Thermotoga maritima)
aCL3432Contig1	C31208C08,C18015H04,C19009H02,C19010B02,C08034F05,C32009E12	no	Glutamate dehydrogenase 2	AT5G07440	glutamate dehydrogenase 2 (GDH2), identical to glutamate dehydrogenase 2 (GDH 2) (Arabidopsis thaliana) SWISS-PROT:Q38946
aCL3475Contig1	C18005F04,IC0AAA99CG04,IC0AAA18DD05,KN0AAP7YE09	no	F14D16.26	AT1G19110	inter-alpha-trypsin inhibitor heavy chain-related, similar to SP:Q61704 Inter-alpha-trypsin inhibitor heavy chain H3 precursor {Mus musculus}; contains Pfam profile PF00092: von Willebrand factor type A domain
aCL3489Contig1	KN0AAB3CC03,C31201E11,C18011A01,KN0AAN2AD06,C06021E08,C06020H10	no	AT3g57280/F28O9_130	AT3G57280	expressed protein, contains Pfam profile PF03647: Uncharacterised protein family (UPF0136)
aCL3491Contig2	C18012F06,IC0AAA16DC08,C20004H04,KN0AAP6YK10	no	Snakin2 precursor	AT1G75750	gibberellin-regulated protein 1 (GASA1) / gibberellin-responsive protein 1, identical to SP:P46689 Gibberellin-regulated protein 1 precursor {Arabidopsis thaliana}; supporting cDNA gi:887938:gb:U11766.1:ATU11766
aCL3525Contig1	KN0AAK1CB03,C31402F09,C18020G09,C32012F04,C31805A12	no	MRNA, complete cds, clone: RAFL21-86-C08	AT2G35450	expressed protein, similar to conserved hypothetical protein [Streptomyces coelicolor A3(2)] (GB:CAB55712.1); contains InterPro domain Amidohydrolase 2 (InterPro:IPR006992)
aCL352Contig1	C18023E09,C18023F11,C02026C06,KN0AAQ7YD14,IC0AAA37AH12,KN0AAQ12YO18,IC0AAA64CG11,IC0AAA17DB03,KN0AAQ11YC08,IC0AAA18AC08,KN0AAQ1YN07,IC0AAA83CA09,IC0AAA13DB08,C03001C01	no	Elongation factor 1-beta 2	AT5G19510	elongation factor 1B alpha-subunit 2 (eEF1Balpha2), identical to elongation factor 1B alpha-subunit (Arabidopsis thaliana) GI:6686821
aCL3534Contig1	C31104E11,C18025E08,C05809C02,IC0AAA23DC07,C05072D02,C08037C06	no	Inositol oxygenase 1	AT1G14520	oxygenase-related, similar to myo-inositol oxygenase (Sus scrofa) gi:17432544:gb:AAL39076
aCL3540Contig1	C18008F11,C34208A11,C07004G08,C31703F01,C31806H08,KN0AAP6YJ05	no	ABA-responsive protein-like	AT5G13200	GRAM domain-containing protein / ABA-responsive protein-related, similar to ABA-responsive protein (Hordeum vulgare) GI:4103635; contains Pfam profile PF02893: GRAM domain
aCL3555Contig2	C18009B10,C18020E11,KN0AAQ4YA19	no	Ser/Thr protein kinase	AT2G32850	protein kinase family protein, contains protein kinase domain, Pfam:PF00069
aCL3556Contig1	KN0AAA3CG08,KN0AAA1BD09,C31504H02,C18005C10,C34002B04,C06056D03	no	AT4g31410/F8F16_230	AT4G31410	expressed protein
aCL3571Contig1	C31204C02,C18020C05,C06016B01,KN0AAP9YD18,KN0AAP9YE05	no	6-phosphogluconate dehydrogenase	AT3G02360	6-phosphogluconate dehydrogenase family protein, contains Pfam profiles: PF00393 6-phosphogluconate dehydrogenase C-terminal domain, PF03446 NAD binding domain of 6-phosphogluconate ;similar to 6-phosphogluconate dehydrogenase GB:BAA22812 GI:2529229 (Glycine max)
aCL3576Contig2	C31208B09,C18023F02,IC0AAA95DF02,C32011A08	no	Glutamyl-tRNA synthetase	AT5G64050	ERS | glutamate-tRNA ligase family protein / glutamyl-tRNA synthetase family protein, similar to SP:P22250 from Bacillus subtilis, SP:P22249 from Bacillus stearothermophilus; contains Pfam tRNA synthetases class I (E and Q), catalytic domain PF00749
aCL35Contig3	C05075E10,C18015B04,C16015A03,C04013E10,C04031F07,IC0AAA19AF07,IC0AAA57AD06,IC0AAA58DD03,KN0AAQ11YA18,IC0AAA91DG08,KN0AAQ4YN16,IC0AAA43BC09,IC0AAA54AB06,IC0AAA54AG04,IC0AAA32DH08,IC0AAA72CD06,IC0AAA27BF12,IC0AAA59CD07,IC0AAA52DG04,IC0AAA13CB05,KN0AAQ10YN10,C03001D06,KN0AAM3AG09,KN0AAP7YF14,KN0AAP10YD20	no	NAC domain protein NAC4	AT4G27410	ANAC072 | no apical meristem (NAM) family protein (RD26), contains Pfam PF02365: No apical meristem (NAM) domain; Arabidopsis thaliana nap gene,PID:e1234813; identical to cDNA RD26 mRNA for NAM-like protein GI:15375403
aCL35Contig5	KN0AAK2DG12,C21008F03,C18017E04,C05142G08,C04033H06,KN0AAM3CB09,KN0AAM2AB11,KN0AAP3YH13	no	NAC domain protein NAC4	AT4G27410	no apical meristem (NAM) family protein (RD26), contains Pfam PF02365: No apical meristem (NAM) domain; Arabidopsis thaliana nap gene,PID:e1234813; identical to cDNA RD26 mRNA for NAM-like protein GI:15375403
aCL3601Contig1	C31501A03,C18008C10,C06013H11,C20009D04	no	Putative survival motor neuron domain containing 1; splicing factor 30, survival of motor neuron-related	AT2G02570	expressed protein
aCL3620Contig1	C18001A02,C18024B10,C04030E10,C08006D06,C01017H02	no	Putative ankyrin-repeat protein	AT4G35450	ankyrin repeat family protein / AFT protein (AFT), contains ankyrin repeats, Pfam:PF00023; identical to cDNA AFT protein (AFT) GI:3478699
aCL362Contig1	C05068C11,C18002C10,C05134D02,C05808D05,C02006A01,C02006F05,C02013B09,C02026H03,C05069C08,C34002E02,C31801E01,KN0AAP4YK07	no	40S ribosomal protein S9	AT5G39850	40S ribosomal protein S9 (RPS9C), 40S ribosomal protein S9 - Chlamydomonas sp.,EMBL:AU066528
aCL3638Contig1	KN0AAA1DE12,KN0AAA3AC07,C18024G10,IC0AAA96CA07,C34004G10,C01016G02	no	expressed protein	AT3G59670	expressed protein, similar to expressed protein [Arabidopsis thaliana] (TAIR:At4g37440.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAV32239.1)
aCL3642Contig2	C31501B08,C18002B08,C18023B11,C06017C08	no	Arabidopsis thaliana genomic DNA, chromosome 5, TAC clone:K19O4	AT4G38060	expressed protein
aCL366Contig1	C18006B04,C18006G08,IC0AAA82BD04,IC0AAA91BG12,IC0AAA82BH10,IC0AAA91CC11,IC0AAA77BB02,KN0AAQ6YJ10,IC0AAA7DB10,IC0AAA60AB02,IC0AAA92BA05,IC0AAA99BC04,KN0AAQ5YD23,IC0AAA47CD10,C07012H09	no	30S ribosomal protein S5	AT2G33800	ribosomal protein S5 family protein, contains Pfam profiles PF03719: Ribosomal protein S5, C-terminal domain, PF00333: Ribosomal protein S5, N-terminal domain
aCL3680Contig1	C18012C01,C06009F11,IC0AAA57CF04,IC0AAA27CC01,IC0AAA36CG04	no	Probable WRKY transcription factor 28	AT4G18170	WRKY family transcription factor, similar to DNA-binding protein 2 GI:4322940 from (Nicotiana tabacum); contains Pfam profile: PF03106 WRKY DNA -binding domain
aCL368Contig1	C31005A05,KN0AAB2BC02,C18025C02,C05803D08,C05809H02,C06015C04,C04031E06,IC0AAA90AB01,C20005B12,C20008A03,C34004E08,C34006D07,C34006G09,C34008F02,C34103A06,C34104E02,C34210G02,C32202E12,C06010H05,KN0AAM1DD11	no	S-adenosylmethionine decarboxylase	AT5G15950	adenosylmethionine decarboxylase family protein [Arabidopsis thaliana] (TAIR:At3g02470.1); similar to S-adenosyl-L-methionine decarboxylase [Brassica juncea] (GB:AAB88273.1); contains InterPro domain S-adenosylmethionine decarboxylase (InterPro:IPR001985)
aCL368Contig3	C18013B12,C18014F12	yes	S-adenosylmethionine decarboxylase	AT5G15950	adenosylmethionine decarboxylase family protein [Arabidopsis thaliana] (TAIR:At3g02470.1); similar to S-adenosyl-L-methionine decarboxylase [Brassica juncea] (GB:AAB88273.1); contains InterPro domain S-adenosylmethionine decarboxylase (InterPro:IPR001985)
aCL3691Contig1	C18016E04,KN0AAQ3YG10,IC0AAA13BH09,IC0AAA67AB04,IC0AAA33CE07	no	Putative ERD4 protein	AT1G30360	early-responsive to dehydration stress protein (ERD4), nearly identical to ERD4 protein (early-responsive to dehydration stress) (Arabidopsis thaliana) GI:15375406; contains Pfam profile PF02714: Domain of unknown function DUF221
aCL3704Contig1	KN0AAB2AE11,C18009C08,C19009G03,C05054C04,C08023F10	no	F22L4.5 protein	AT1G01490	heavy-metal-associated domain-containing protein [Arabidopsis thaliana] (TAIR:At5g23760.1); similar to unknown [Populus tremuloides] (GB:AAO63778.1); contains InterPro domain Heavy metal transport/detoxification protein (InterPro:IPR006121)
aCL371Contig2	C31005C03,KN0AAB2CF04,C21002F01,C21003B12,C21004B05,C31202F08,C31204H11,C18004E12,C18009H11,C18015A10,C18023D06,C05133H04,C19010C03,C03001G07,C03004B10,C06012B09,C07004D11	no	Chitinase CHI1	AT3G54420	class IV chitinase (CHIV), almost identical to class IV chitinase from GI:2597826 (Arabidopsis thaliana)
aCL3723Contig1	KN0AAI2CC07,C18018E09,C05136B01,C02010D01,C34210E03	no	Palmitoyl-protein thioesterase, putative	AT3G60340	palmitoyl protein thioesterase family protein, palmitoyl-protein thioesterase precursor, Mus musculus, EMBL:AF071025
aCL3724Contig1	C31104D03,C31106F05,C31200H01,C18021B02,C31709C01	no	Membrane protein, putative; 61952-60281	AT1G63120	rhomboid family protein, contains PFAM domain PF01694, Rhomboid family
aCL372Contig1	C32004C07,C18011H12,IC0AAA42CH11,IC0AAA79DF10,IC0AAA96BB12,IC0AAA99DA10,IC0AAA23AD09,IC0AAA8DD05,IC0AAA55BH08,IC0AAA53DE08,IC0AAA7BH09,IC0AAA4AG08,IC0AAA11AH01,IC0AAA69DE02,IC0AAA75CC10,IC0AAA50DF12,IC0AAA72CF10,IC0AAA20DC03,KN0AAQ10YD20,IC0AAA47BE03,IC0AAA96AA02,KN0AAQ10YN18,IC0AAA60CG01,C05072D08	no	Emb|CAB62340.1	AT5G63350	expressed protein
aCL375Contig2	C31003G04,C31004E01,KN0AAK3DD02,C21003F05,C21003H02,C31405G01,C31401D10,C18019C04,C04005G12,KN0AAL3BC03,C34009D01,C34010A06,C34109G07,C34100H11,C34201H09,C34202F05,C32008H03,C32101C08,C32105B11,C06012E09,C01015H07	no	Expressed protein	AT2G46080	expressed protein
aCL3788Contig1	KN0AAA2BD04,KN0AAK1AF12,C18007B12,KN0AAM3DH05,C01015E08	no	DnaJ-like protein	AT1G56300	DNAJ heat shock N-terminal domain-containing protein, similar to SP:Q9QYI7 DnaJ homolog subfamily B member 8 Mus musculus; contains Pfam profile: PF00226: DnaJ domain
aCL3803Contig1	KN0AAA1CG11,KN0AAK2AE08,C18019C11,C08038F10,C08027E01	no	Purple acid phosphatase 1	AT2G01890	purple acid phosphatase, putative, contains Pfam profile: PF00149 calcineurin-like phosphoesterase; identical to purple acid phosphatase (GI:20257479) (Arabidopsis thaliana);
aCL3813Contig1	C18008G08,C34002F04,C32107E04,KN0AAP13YD11,KN0AAP7YE19	no	Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial precursor	AT4G39660	alanine--glyoxylate aminotransferase, putative / beta-alanine-pyruvate aminotransferase, putative / AGT, putative, similar to SP:Q64565 Alanine--glyoxylate aminotransferase 2, mitochondrial precursor (EC 2.6.1.44) (AGT 2) (Beta-alanine-pyruvate aminotransferase) {Rattus norvegicus}; contains Pfam profile PF00202: aminotransferase, class III
aCL381Contig1	C31004F10,C31006G02,KN0AAA1CH10,KN0AAA2AD02,KN0AAB1CB12,C31402D06,C31402D07,C18004F06,C18008A01,C18008H10,C18012C06,C18015D08,C18018D06,C18018D11,C18020D11,C18020E07,C18020H09,C18021B11,C18021C05,C18022D02,C18023C05,IC0AAA12BF09,IC0AAA46CB03,IC0AAA41DB02	no	Galactinol synthase	AT1G56600	galactinol synthase, putative, similar to galactinol synthase, isoform GolS-1 GI:5608497 from (Ajuga reptans)
aCL3832Contig1	KN0AAI2CA03,C18017B07,C05138D02,C04034F12,IC0AAA5BE04	no	Expressed protein	AT2G33220	expressed protein
aCL3841Contig1	C18008H11,C05809D07,C05810G03,C05132F09,C05134A01	no	Hydroxyisourate hydrolase	AT1G02850	glycosyl hydrolase family 1 protein, contains Pfam PF00232 : Glycosyl hydrolase family 1 domain; TIGRFAM TIGR01233: 6-phospho-beta-galactosidase; similar to hydroxyisourate hydrolase (GI:19569603) (Glycine max)
aCL3859Contig1	C18020A05,IC0AAA89AB01,IC0AAA22BE06,IC0AAA42AF11,IC0AAA56BE08	no	Putative nucleotide sugar epimerase	AT4G12250	NAD-dependent epimerase/dehydratase family protein, similar to nucleotide sugar epimerase from Vibrio vulnificus GI:3093975 (PID:g3093975), WbnF (Escherichia coli) GI:5739472, CAPI protein {Staphylococcus aureus} SP:P39858; contains Pfam profile PF01370 NAD dependent epimerase/dehydratase family
aCL385Contig1	C18001B01,C18013B06,KN0AAQ5YP03,IC0AAA37AA02,IC0AAA41BG05,IC0AAA82AA11,IC0AAA12AD12,C01001D05	no	Flavin-containing monooxygenase, putative	AT1G48910	flavin-containing monooxygenase family protein / FMO family protein, similar to flavin monoxygenase-like protein floozy (Petunia x hybrida) GI:15010541
aCL3887Contig1	C31207G05,C31208B05,C31303G09,C18002B07,C01004F03	no	Expressed protein	AT2G45740	peroxisomal biogenesis factor 11 family protein / PEX11 family protein [Arabidopsis thaliana] (TAIR:At3g61070.1); similar to peroxisomal biogenesis factor 11 protein-like [Oryza sativa (japonica cultivar-group)] (GB:XP_550574.1); contains InterPro domain Peroxisomal biogenesis factor 11 (InterPro:IPR008733)
aCL389Contig2	C18002E06,C06011D05,C06015C11,C06019H01,C04006G06,C02003F10,C02020G07,IC0AAA49BE12,IC0AAA82BB07,IC0AAA11AC01,IC0AAA73DC06,IC0AAA69DG11,KN0AAQ13YE11,IC0AAA68CG05,KN0AAQ10YE19,IC0AAA53AD01,IC0AAA13CG07,C05072F01,C08038D11,C08030C05,KN0AAM3BC12,C31709C12	no	60S ribosomal protein L9	AT1G33140	60S ribosomal protein L9 (RPL90A/C), similar to RIBOSOMAL PROTEIN L9 GB:P49209 from (Arabidopsis thaliana)
aCL38Contig4	C31008G11,C18017C07,C06015F01,C04032G04,C19003C05,C19004C11,C19004D09,C19005D11,C19006D02,C19010G05,C02008G03,KN0AAQ1YB02,C34009B11,C34108A12,C31706G11	no	Catechol O-methyltransferase	AT5G54160	quercetin 3-O-methyltransferase 1 / flavonol 3-O-methyltransferase 1 / caffeic acid/5-hydroxyferulic acid O-methyltransferase (OMT1), identical to O-methyltransferase 1 (Arabidopsis thaliana)(GI:2781394), SP:Q9FK25 Quercetin 3-O-methyltransferase 1 (EC 2.1.1.76) (AtOMT1) (Flavonol 3- O-methyltransferase 1) (Caffeic acid/5-hydroxyferulic acid O- methyltransferase) {Arabidopsis thaliana}
aCL390Contig1	C31107D01,C18022C10,KN0AAN2CC07,KN0AAN2CC09,KN0AAN2CD12,KN0AAN2CE01,KN0AAN2CG10,KN0AAN1AA09,KN0AAN1AG04,KN0AAN1BD02,KN0AAN3BB03,KN0AAN1DD10,KN0AAN1DE09,KN0AAN3CF10,KN0AAN3CH09,C06013C12,C08017A08,C34003B11,KN0AAM3DF04,C31802B07	no	Synaptobrevin-like protein	AT1G04760	synaptobrevin family protein, similar to Vesicle-associated membrane protein 722 (AtVAMP722) Synaptobrevin-related protein 1 (SP:P47192) {Arabidopsis thaliana}
aCL3917Contig1	C31304D02,C05068B12,C18008F12,C16016E08,C31704G04	no	MADS-box protein PTM5	AT4G22950	MADS-box protein (AGL19), MADS-box protein AGL14, Arabidopsis thaliana, gb:U20184
aCL3919Contig1	C18008C03,IC0AAA1DH09,IC0AAA1DH10	no	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' iota isoform	AT5G25510	serine/threonine protein phosphatase 2A (PP2A) regulatory subunit B', putative, similar to SWISS-PROT:Q28653 serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, delta isoform (PP2A, B subunit, B' delta isoform, PP2A, B subunit, B56 delta isoform, PP2A, B subunit, PR61 delta isoform, PP2A, B subunit, R5 delta isoform, PP2A, B subunit, B'-gamma) (Oryctolagus cuniculus); contains Pfam domain, PF01603: Protein phosphatase 2A regulatory B subunit (B56 family)
aCL3921Contig1	C18017G06,IC0AAA71DB04	no	Putative proton myo-inositol transporter	AT1G30220	sugar transporter family protein, similar to SP:Q96QE2 Proton myo-inositol co-transporter (Hmit) (Homo sapiens); contains Pfam profile PF00083: major facilitator superfamily protein
aCL3926Contig1	C31002G04,KN0AAA2BB05,KN0AAA2DG10,C18005C08,C08038F08	no	Expressed protein	AT2G39920	acid phosphatase class B family protein, weak similarity to pod storage protein (Phaseolus vulgaris GI:2627233 SP:P10743 STEM 31 kDa glycoprotein precursor (Vegetative storage protein B) {Glycine max}; contains Pfam profile PF03767: HAD superfamily (subfamily IIIB) phosphatase
aCL3949Contig1	C18013F07,C05015H01,KN0AAM2AF06,C01019C10	no	Putative annexin	AT1G68090	annexin 5 (ANN5), identical to calcium-binding protein annexin 5 (Arabidopsis thaliana) GI:12667520
aCL3959Contig1	C18010G12,C18012E05,C18019B04,C32202A03	no	Seed specific protein Bn15D18B	AT4G30880	protease inhibitor/seed storage/lipid transfer protein (LTP) family protein, contains Pfam protease inhibitor/seed storage/LTP family domain PF00234
aCL3987Contig1	C31010A02,C18006B09,C18020F06,C18023G07,C03003D05	no	Serine/threonine-protein kinase SNT7, chloroplast precursor	AT5G01920	protein kinase family protein, contains eukaryotic protein kinase domain, INTERPRO:IPR000719
aCL3Contig12	C18024H06,IC0AAA32DD02,KN0AAL3BB10,KN0AAL3DB10,C08036D09,C08037D08	no	Pathogenesis-related protein-like protein	AT3G12630	zinc finger (AN1-like) family protein, contains Pfam domain, PF01428: AN1-like Zinc finger
aCL3Contig14	C31003C07,C31104G01,C31501C10,C31403B08,C16007B04,C16009D01,C16011B07,C16003D03,C16003H05,C16004B02,C18018F08,C04011G12,C31603F09,IC0AAA25AF09,C03010E04,C20003B10,C20003D12,C08015E02,C32007F02,C32107C03,C05043H01,C31801D01,KN0AAP13YG16,KN0AAP2YP22	no	Expressed protein	AT5G36230	eIF4-gamma/eIF5/eIF2-epsilon domain-containing protein, low similarity to SP:Q13144 Translation initiation factor eIF-2B epsilon subunit (eIF-2B GDP-GTP exchange factor) {Homo sapiens}; contains Pfam profile PF02020: eIF4-gamma/eIF5/eIF2-epsilon
aCL3Contig25	KN0AAA3AE07,C05701H11,KN0AAB3CF03,KN0AAI3BA06,KN0AAI3CA06,KN0AAI3DB12,C31403G10,C18014D11,C05141G12,C06023A09,C06005B09,C06005C01,C06011H04,C06015B08,C04032A05,C04031D05,C05004H01,C05005A05,C05005C07,C02001D08,C02016D07,C02016H02,C02022B08,C02023C02,C02025E02,IC0AAA35BG09,IC0AAA47DD04,IC0AAA14AA02,IC0AAA84AH04,IC0AAA15DD06,IC0AAA32BB06,IC0AAA21CF09,IC0AAA82CF09,IC0AAA89BD01,IC0AAA98CF01,IC0AAA41CH06,IC0AAA66CF12,IC0AAA61CE06,IC0AAA48CD08,IC0AAA84DD03,IC0AAA61DA07,IC0AAA90CG02,IC0AAA69AA07,IC0AAA27DF05,C07001B10,C07002F09,C07003A10,C07003D01,C07008B01,C07008B02,C06055A06,C34103D10,C06024E09,C06014D12,C06018D01,C07005D12,C07006C05,C07006F02,C07006F06,C07006F09,C07010A05,C07010H10,C07012H03,KN0AAP13YI08,KN0AAP2YD07,C01011G07,C01015E03,C01015H06,C01019B10	no	Lipid-transfer protein	AT5G59310	lipid transfer protein 4 (LTP4), identical to lipid transfer protein 4 from Arabidopsis thaliana (gi:8571923); contains Pfam protease inhibitor/seed storage/LTP family domain PF00234
